slide,sub1,sub2,pairID,trialID,stim1,stim2,instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,preparation.started,preparation.stopped,instructions.started,startResponse.started,slide_img.started,instructions.stopped,startResponse.keys,startResponse.rt,startResponse.duration,trial.started,polygon.started,polygon_2.started,image1.started,image2.started,rating_1.started,question.started,rating_2.started,question_2.started,block_text.started,trial.stopped,stim1pos,stim2pos,block,rating_1.response,rating_1.rt,rating_2.response,rating_2.rt,ITI.started,text.started,text.stopped,ITI.stopped,practice_over.started,text_2.started,space_practice_over.started,practice_over.stopped,space_practice_over.keys,space_practice_over.rt,space_practice_over.duration,breakBlocks.started,breakBlocks.stopped,startBlock.keys,startBlock.started,startBlock.rt,startBlock.duration,end.started,message_end.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,session_number,date,expName,psychopyVersion,frameRate,expStart,
instructions/Slide2.jpg,,,,,,,0,0,0,0,,,,,,,,,0.026072583000086524,,0.0020200419999127917,0.0021282079999309644,0.009437707999950362,0.026072583000086524,0.026072583000086524,16.334343250000074,space,16.308009625000068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
instructions/Slide3.jpg,,,,,,,0,1,1,1,,,,,,,,,16.35627245799992,,,,16.335242166999933,16.35627245799992,16.35627245799992,24.793545541999947,space,8.43702241599999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
instructions/Slide4.jpg,,,,,,,0,2,2,2,,,,,,,,,24.81563858300001,,,,24.79413070800001,24.81563858300001,24.81563858300001,26.147456292000015,space,1.3314567499999157,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
instructions/Slide5.jpg,,,,,,,0,3,3,3,,,,,,,,,26.175261458000023,,,,26.148388708000084,26.175261458000023,26.175261458000023,28.748032457999898,space,2.572381499999892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
,110,107,practice,4,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/107_kit.jpg,,,,,0,0,0,3,,,,,28.954696083000044,,,,,,,,,,,28.774106000000074,28.954696083000044,28.954696083000044,28.954696083000044,28.954696083000044,28.954696083000044,28.954696083000044,28.954696083000044,28.954696083000044,28.954696083000044,65.29091570800006,-7,7,0,3.0,20.30385799999999,2.0,35.009319917000084,65.291143917,65.29289104200006,65.742950458,65.57777537499987,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
,110,133,practice,1,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,1,1,0,,,,,65.742950458,,,,,,,,,,,65.57808629200008,65.742950458,65.742950458,65.742950458,65.742950458,65.742950458,65.742950458,65.742950458,65.742950458,65.742950458,104.31593195799996,7,-7,0,4.0,38.40758120800001,4.0,29.88268141599997,104.31607766699994,104.32156125000006,104.77522429200008,104.60603183299986,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
,108,133,practice,10,stimuli/own/kitchen/108_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,2,2,9,,,,,104.77522429200008,,,,,,,,,,,104.60646825000003,104.77522429200008,104.77522429200008,104.77522429200008,104.77522429200008,104.77522429200008,104.77522429200008,104.77522429200008,104.77522429200008,104.77522429200008,135.55385366699988,-7,7,0,4.0,30.591574832999868,3.0,27.18701795900006,135.55399520800006,135.5562971249999,136.00887745799992,135.84059424999987,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
,128,133,practice,6,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,3,3,5,,,,,136.00887745799992,,,,,,,,,,,135.84115566700007,136.00887745799992,136.00887745799992,136.00887745799992,136.00887745799992,136.00887745799992,136.00887745799992,136.00887745799992,136.00887745799992,136.00887745799992,157.22038491700005,7,-7,0,3.0,17.788395291999905,4.0,20.986919499999885,157.22052545799988,157.223100875,157.67332262500008,157.506086375,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
,107,128,practice,7,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/128_kit.jpg,,,,,0,4,4,6,,,,,157.67332262500008,,,,,,,,,,,157.50652208299994,157.67332262500008,157.67332262500008,157.67332262500008,157.67332262500008,157.67332262500008,157.67332262500008,157.67332262500008,157.67332262500008,157.67332262500008,174.83752787499998,7,-7,0,4.0,17.100076417000082,4.0,12.272203042000001,174.837669,174.83983620799995,175.292790125,175.12712229199997,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
,107,133,practice,9,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,5,5,8,,,,,175.292790125,,,,,,,,,,,175.12743987499994,175.292790125,175.292790125,175.292790125,175.292790125,175.292790125,175.292790125,175.292790125,175.292790125,175.292790125,193.17349458299987,-7,7,0,4.0,14.541049499999872,3.0,17.627062790999844,193.1736505419999,193.17572074999998,193.623310167,193.4597007499999,,,,,,,,,,,,,,,,,,,,,209,kitchen,1,2024-03-21_11h42.09.306,image_similarity_rating,2023.2.3,None,2024-03-21 11h42.19.717301 +0100,
