slide,sub1,sub2,pairID,trialID,stim1,stim2,instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,preparation.started,preparation.stopped,instructions.started,startResponse.started,slide_img.started,instructions.stopped,startResponse.keys,startResponse.rt,startResponse.duration,trial.started,polygon.started,polygon_2.started,image1.started,image2.started,rating_1.started,question.started,rating_2.started,question_2.started,block_text.started,trial.stopped,stim1pos,stim2pos,block,rating_1.response,rating_1.rt,rating_2.response,rating_2.rt,ITI.started,text.started,text.stopped,ITI.stopped,practice_over.started,text_2.started,space_practice_over.started,practice_over.stopped,space_practice_over.keys,space_practice_over.rt,space_practice_over.duration,breakBlocks.started,breakBlocks.stopped,startBlock.keys,startBlock.started,startBlock.rt,startBlock.duration,end.started,message_end.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,session_number,date,expName,psychopyVersion,frameRate,expStart,
instructions/Slide2.jpg,,,,,,,0,0,0,0,,,,,,,,,0.025926083000001654,,0.0020279579999851194,0.002130165999972178,0.008976582999991933,0.025926083000001654,0.025926083000001654,7.2733534159999635,space,7.2472022089999655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
instructions/Slide3.jpg,,,,,,,0,1,1,1,,,,,,,,,7.29883725000002,,,,7.274145540999996,7.29883725000002,7.29883725000002,20.856885250000005,space,13.557783749999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
instructions/Slide4.jpg,,,,,,,0,2,2,2,,,,,,,,,20.87980854099999,,,,20.857540125000014,20.87980854099999,20.87980854099999,22.699082125000018,space,1.8189907919999655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
instructions/Slide5.jpg,,,,,,,0,3,3,3,,,,,,,,,22.725254666000012,,,,22.69986662499997,22.725254666000012,22.725254666000012,24.061032082999986,space,1.3354173339999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
,110,128,practice,2,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/128_kit.jpg,,,,,0,0,0,1,,,,,24.268949625000005,,,,,,,,,,,24.088914165999995,24.268949625000005,24.268949625000005,24.268949625000005,24.268949625000005,24.268949625000005,24.268949625000005,24.268949625000005,24.268949625000005,24.268949625000005,44.929327582999974,-7,7,0,4.0,18.894940540999983,5.0,19.709055291000027,44.92956616599997,44.93924466599998,45.39019958299997,45.223615749999965,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
,110,133,practice,1,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,1,1,0,,,,,45.39019958299997,,,,,,,,,,,45.224026916000014,45.39019958299997,45.39019958299997,45.39019958299997,45.39019958299997,45.39019958299997,45.39019958299997,45.39019958299997,45.39019958299997,45.39019958299997,58.037696208,7,-7,0,4.0,11.215496916999996,4.0,12.559125583000025,58.03784620800002,58.04038404099998,58.49106833299999,58.323884625000005,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
,128,133,practice,6,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,2,2,5,,,,,58.49106833299999,,,,,,,,,,,58.324288416,58.49106833299999,58.49106833299999,58.49106833299999,58.49106833299999,58.49106833299999,58.49106833299999,58.49106833299999,58.49106833299999,58.49106833299999,69.11239675000002,-7,7,0,4.0,10.583200750000003,3.0,2.5715038330000084,69.11253829099996,69.12225754100001,69.572377916,69.40685537499996,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
,107,128,practice,7,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/128_kit.jpg,,,,,0,3,3,6,,,,,69.572377916,,,,,,,,,,,69.407278083,69.572377916,69.572377916,69.572377916,69.572377916,69.572377916,69.572377916,69.572377916,69.572377916,69.572377916,89.82935349999997,7,-7,0,3.0,13.002102541,3.0,20.095931749999977,89.82949620799997,89.83898779099997,90.288259541,90.12333320800002,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
,110,107,practice,4,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/107_kit.jpg,,,,,0,4,4,3,,,,,90.288259541,,,,,,,,,,,90.12374812500002,90.288259541,90.288259541,90.288259541,90.288259541,90.288259541,90.288259541,90.288259541,90.288259541,90.288259541,104.73822000000001,7,-7,0,4.0,13.625457459000017,3.0,14.42013270800004,104.73836241599997,104.74010629100002,105.19140937499998,105.02322670799998,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
,107,133,practice,9,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,5,5,8,,,,,105.19140937499998,,,,,,,,,,,105.02368879099998,105.19140937499998,105.19140937499998,105.19140937499998,105.19140937499998,105.19140937499998,105.19140937499998,105.19140937499998,105.19140937499998,105.19140937499998,110.07118012500001,7,-7,0,4.0,4.7788095829999975,3.0,3.738194125000007,110.07132958299997,110.073718208,110.52481708300002,110.35679325000001,,,,,,,,,,,,,,,,,,,,,203,kitchen,2,2024-03-18_10h07.58.656,image_similarity_rating,2023.2.3,None,2024-03-18 10h08.25.781471 +0100,
