27.2118 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
28.3874 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

28.3879 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc71b9105b0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc71b910550>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fc71b9103d0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fc71b9f9160>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.3880 	EXP 	window1: mouseVisible = True
28.3881 	EXP 	window1: backgroundImage = ''
28.3881 	EXP 	window1: backgroundFit = 'none'
28.3913 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
28.3913 	EXP 	window1: recordFrameIntervals = False
28.4711 	EXP 	window1: recordFrameIntervals = True
29.3042 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

29.3050 	EXP 	window1: mouseVisible = False
29.3051 	EXP 	image_similarity_rating: status = STARTED
29.3054 	EXP 	window1: mouseVisible = True
29.3388 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
29.3389 	EXP 	window1: mouseVisible = True
29.3404 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
29.3404 	EXP 	window1: mouseVisible = True
29.3417 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
29.3418 	EXP 	window1: mouseVisible = True
29.3556 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
29.3556 	EXP 	window1: mouseVisible = True
29.3677 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
29.3779 	EXP 	window1: mouseVisible = True
29.3782 	EXP 	window1: mouseVisible = True
29.3807 	EXP 	window1: mouseVisible = True
29.3808 	EXP 	window1: mouseVisible = True
29.3812 	EXP 	window1: mouseVisible = True
29.3815 	EXP 	window1: mouseVisible = True
29.3934 	EXP 	window1: mouseVisible = True
29.3935 	EXP 	window1: mouseVisible = True
29.3938 	EXP 	window1: mouseVisible = True
29.3941 	EXP 	window1: mouseVisible = True
29.4016 	EXP 	window1: mouseVisible = True
29.4017 	EXP 	window1: mouseVisible = True
29.4019 	EXP 	window1: mouseVisible = True
29.4022 	EXP 	window1: mouseVisible = True
29.4080 	EXP 	window1: mouseVisible = True
29.4081 	EXP 	window1: mouseVisible = True
29.4084 	EXP 	window1: mouseVisible = True
29.4087 	EXP 	window1: mouseVisible = True
29.4120 	EXP 	window1: mouseVisible = True
29.4121 	EXP 	window1: mouseVisible = True
29.4124 	EXP 	window1: mouseVisible = True
29.4126 	EXP 	window1: mouseVisible = True
29.4183 	EXP 	window1: mouseVisible = True
29.4184 	EXP 	window1: mouseVisible = True
29.4187 	EXP 	window1: mouseVisible = True
29.4190 	EXP 	window1: mouseVisible = True
29.4223 	EXP 	window1: mouseVisible = True
29.4224 	EXP 	window1: mouseVisible = True
29.4227 	EXP 	window1: mouseVisible = True
29.4229 	EXP 	window1: mouseVisible = True
29.4286 	EXP 	window1: mouseVisible = True
29.4287 	EXP 	window1: mouseVisible = True
29.4290 	EXP 	window1: mouseVisible = True
29.4293 	EXP 	window1: mouseVisible = True
29.4326 	EXP 	window1: mouseVisible = True
29.4327 	EXP 	window1: mouseVisible = True
29.4329 	EXP 	window1: mouseVisible = True
29.4332 	EXP 	window1: mouseVisible = True
29.4389 	EXP 	window1: mouseVisible = True
29.4390 	EXP 	window1: mouseVisible = True
29.4393 	EXP 	window1: mouseVisible = True
29.4395 	EXP 	window1: mouseVisible = True
29.4429 	EXP 	window1: mouseVisible = True
29.4429 	EXP 	window1: mouseVisible = True
29.4432 	EXP 	window1: mouseVisible = True
29.4435 	EXP 	window1: mouseVisible = True
29.4492 	EXP 	window1: mouseVisible = True
29.4493 	EXP 	window1: mouseVisible = True
29.4495 	EXP 	window1: mouseVisible = True
29.4498 	EXP 	window1: mouseVisible = True
29.4532 	EXP 	window1: mouseVisible = True
29.4533 	EXP 	window1: mouseVisible = True
29.4535 	EXP 	window1: mouseVisible = True
29.4538 	EXP 	window1: mouseVisible = True
29.4599 	EXP 	window1: mouseVisible = True
29.4600 	EXP 	window1: mouseVisible = True
29.4602 	EXP 	window1: mouseVisible = True
29.4605 	EXP 	window1: mouseVisible = True
29.4639 	EXP 	window1: mouseVisible = True
29.4661 	EXP 	window1: mouseVisible = True
29.4963 	EXP 	Created rating_1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_1', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
29.4965 	EXP 	window1: mouseVisible = True
29.5477 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
29.5497 	EXP 	window1: mouseVisible = True
29.5500 	EXP 	window1: mouseVisible = True
29.5512 	EXP 	window1: mouseVisible = True
29.5513 	EXP 	window1: mouseVisible = True
29.5516 	EXP 	window1: mouseVisible = True
29.5519 	EXP 	window1: mouseVisible = True
29.5567 	EXP 	window1: mouseVisible = True
29.5568 	EXP 	window1: mouseVisible = True
29.5571 	EXP 	window1: mouseVisible = True
29.5573 	EXP 	window1: mouseVisible = True
29.5607 	EXP 	window1: mouseVisible = True
29.5608 	EXP 	window1: mouseVisible = True
29.5611 	EXP 	window1: mouseVisible = True
29.5613 	EXP 	window1: mouseVisible = True
29.5648 	EXP 	window1: mouseVisible = True
29.5649 	EXP 	window1: mouseVisible = True
29.5652 	EXP 	window1: mouseVisible = True
29.5655 	EXP 	window1: mouseVisible = True
29.5688 	EXP 	window1: mouseVisible = True
29.5689 	EXP 	window1: mouseVisible = True
29.5692 	EXP 	window1: mouseVisible = True
29.5694 	EXP 	window1: mouseVisible = True
29.5729 	EXP 	window1: mouseVisible = True
29.5729 	EXP 	window1: mouseVisible = True
29.5732 	EXP 	window1: mouseVisible = True
29.5735 	EXP 	window1: mouseVisible = True
29.5768 	EXP 	window1: mouseVisible = True
29.5768 	EXP 	window1: mouseVisible = True
29.5771 	EXP 	window1: mouseVisible = True
29.5774 	EXP 	window1: mouseVisible = True
29.5809 	EXP 	window1: mouseVisible = True
29.5809 	EXP 	window1: mouseVisible = True
29.5812 	EXP 	window1: mouseVisible = True
29.5815 	EXP 	window1: mouseVisible = True
29.5848 	EXP 	window1: mouseVisible = True
29.5848 	EXP 	window1: mouseVisible = True
29.5851 	EXP 	window1: mouseVisible = True
29.5854 	EXP 	window1: mouseVisible = True
29.5888 	EXP 	window1: mouseVisible = True
29.5889 	EXP 	window1: mouseVisible = True
29.5892 	EXP 	window1: mouseVisible = True
29.5894 	EXP 	window1: mouseVisible = True
29.5928 	EXP 	window1: mouseVisible = True
29.5929 	EXP 	window1: mouseVisible = True
29.5932 	EXP 	window1: mouseVisible = True
29.5934 	EXP 	window1: mouseVisible = True
29.5969 	EXP 	window1: mouseVisible = True
29.5969 	EXP 	window1: mouseVisible = True
29.5972 	EXP 	window1: mouseVisible = True
29.5975 	EXP 	window1: mouseVisible = True
29.6007 	EXP 	window1: mouseVisible = True
29.6008 	EXP 	window1: mouseVisible = True
29.6011 	EXP 	window1: mouseVisible = True
29.6014 	EXP 	window1: mouseVisible = True
29.6049 	EXP 	window1: mouseVisible = True
29.6050 	EXP 	window1: mouseVisible = True
29.6053 	EXP 	window1: mouseVisible = True
29.6055 	EXP 	window1: mouseVisible = True
29.6089 	EXP 	window1: mouseVisible = True
29.6099 	EXP 	window1: mouseVisible = True
29.6396 	EXP 	Created rating_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-7, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_2', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
29.6397 	EXP 	window1: mouseVisible = True
29.6578 	EXP 	Created question_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Drawing style/ability', units='height', win=Window(...), wrapWidth=1)
29.6579 	EXP 	window1: mouseVisible = True
29.6633 	EXP 	Created block_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-10.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='block_text', opacity=1.0, ori=0.0, pos=array([0.8 , 0.49]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
29.6634 	EXP 	window1: mouseVisible = True
29.6643 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
29.6644 	EXP 	window1: mouseVisible = True
