16.3815 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
17.5455 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

17.5460 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fdf3e0613d0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fdf3e061370>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fdf3e0611f0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fdf3e0caf40>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
17.5461 	EXP 	window1: mouseVisible = True
17.5462 	EXP 	window1: backgroundImage = ''
17.5462 	EXP 	window1: backgroundFit = 'none'
17.5494 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
17.5495 	EXP 	window1: recordFrameIntervals = False
17.6289 	EXP 	window1: recordFrameIntervals = True
18.4789 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

18.4801 	EXP 	window1: mouseVisible = False
18.4802 	EXP 	image_similarity_rating: status = STARTED
18.4806 	EXP 	window1: mouseVisible = True
