slide,sub1,sub2,pairID,trialID,stim1,stim2,instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,preparation.started,preparation.stopped,instructions.started,startResponse.started,slide_img.started,instructions.stopped,startResponse.keys,startResponse.rt,startResponse.duration,trial.started,polygon.started,polygon_2.started,image1.started,image2.started,rating_1.started,question.started,rating_2.started,question_2.started,block_text.started,trial.stopped,stim1pos,stim2pos,block,rating_1.response,rating_1.rt,rating_2.response,rating_2.rt,ITI.started,text.started,text.stopped,ITI.stopped,practice_over.started,text_2.started,space_practice_over.started,practice_over.stopped,space_practice_over.keys,space_practice_over.rt,space_practice_over.duration,breakBlocks.started,breakBlocks.stopped,startBlock.keys,startBlock.started,startBlock.rt,startBlock.duration,end.started,message_end.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,session_number,date,expName,psychopyVersion,frameRate,expStart,
instructions/Slide2.jpg,,,,,,,0,0,0,0,,,,,,,,,0.026035583999998835,,0.0021354589999873497,0.0022385420000006206,0.009121874999991064,0.026035583999998835,0.026035583999998835,15.85327066699999,space,15.826894124999995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
instructions/Slide3.jpg,,,,,,,0,1,1,1,,,,,,,,,15.879496416999999,,,,15.854512624999998,15.879496416999999,15.879496416999999,17.207784833999995,space,1.328050250000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
instructions/Slide4.jpg,,,,,,,0,2,2,2,,,,,,,,,17.229568625,,,,17.208385459,17.229568625,17.229568625,17.758227708999996,space,0.5283151249999918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
instructions/Slide5.jpg,,,,,,,0,3,3,3,,,,,,,,,17.784368333999993,,,,17.759050791999996,17.784368333999993,17.784368333999993,18.341424458999995,space,0.5567205840000042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
,107,133,practice,9,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,0,0,8,,,,,18.54828833399999,,,,,,,,,,,18.369017041999996,18.54828833399999,18.54828833399999,18.54828833399999,18.54828833399999,18.54828833399999,18.54828833399999,18.54828833399999,18.54828833399999,18.54828833399999,26.221773125,7,-7,0,5.0,4.4857935,4.0,7.019589040999989,26.222005458999988,26.224445292,26.68003954199999,26.50773149999999,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
,107,128,practice,7,stimuli/own/kitchen/107_kit.jpg,stimuli/own/kitchen/128_kit.jpg,,,,,0,1,1,6,,,,,26.68003954199999,,,,,,,,,,,26.508222499999988,26.68003954199999,26.68003954199999,26.68003954199999,26.68003954199999,26.68003954199999,26.68003954199999,26.68003954199999,26.68003954199999,26.68003954199999,32.27984895899999,-7,7,0,5.0,3.693016875000012,7.0,5.450929375000001,32.27999224999999,32.28981725,32.741889167,32.574471292,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
,128,108,practice,3,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/108_kit.jpg,,,,,0,2,2,2,,,,,32.741889167,,,,,,,,,,,32.574922,32.741889167,32.741889167,32.741889167,32.741889167,32.741889167,32.741889167,32.741889167,32.741889167,32.741889167,40.60077033399999,7,-7,0,4.0,5.676005083999996,6.0,7.716288832999993,40.60091204199999,40.606875583999994,41.06166024999999,40.891070375,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
,110,107,practice,4,stimuli/own/kitchen/110_kit.jpg,stimuli/own/kitchen/107_kit.jpg,,,,,0,3,3,3,,,,,41.06166024999999,,,,,,,,,,,40.891568584,41.06166024999999,41.06166024999999,41.06166024999999,41.06166024999999,41.06166024999999,41.06166024999999,41.06166024999999,41.06166024999999,41.06166024999999,49.55878583399999,7,-7,0,3.0,5.274419749999993,4.0,8.310648750000013,49.55892970899998,49.560689709,50.014668709000006,49.845501084000006,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
,128,133,practice,6,stimuli/own/kitchen/128_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,4,4,5,,,,,50.014668709000006,,,,,,,,,,,49.84594529199998,50.014668709000006,50.014668709000006,50.014668709000006,50.014668709000006,50.014668709000006,50.014668709000006,50.014668709000006,50.014668709000006,50.014668709000006,58.167190417,7,-7,0,6.0,5.803922458000017,3.0,7.9907643330000155,58.16733479199999,58.17296274999998,58.62423791699999,58.457660167,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
,108,133,practice,10,stimuli/own/kitchen/108_kit.jpg,stimuli/own/kitchen/133_kit.jpg,,,,,0,5,5,9,,,,,58.62423791699999,,,,,,,,,,,58.45810900000001,58.62423791699999,58.62423791699999,58.62423791699999,58.62423791699999,58.62423791699999,58.62423791699999,58.62423791699999,58.62423791699999,58.62423791699999,66.421969792,7,-7,0,5.0,5.268427750000001,4.0,7.352442540999988,66.42213312499999,66.42420425,66.875771042,66.7076305,,,,,,,,,,,,,,,,,,,,,205,kitchen,2,2024-03-15_13h21.42.244,image_similarity_rating,2023.2.3,None,2024-03-15 13h22.00.542044 +0100,
