18.3810 	WARNING 	User requested fullscreen with size [1280  720], but screen is actually [1920, 1080]. Using actual size
19.5309 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

19.5314 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3049eb460>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3049eb400>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fa3049eb280>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fa304ad1fd0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
19.5315 	EXP 	window1: mouseVisible = True
19.5316 	EXP 	window1: backgroundImage = ''
19.5316 	EXP 	window1: backgroundFit = 'none'
19.5348 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
19.5349 	EXP 	window1: recordFrameIntervals = False
19.6146 	EXP 	window1: recordFrameIntervals = True
20.4467 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

20.4471 	EXP 	window1: mouseVisible = False
20.4472 	EXP 	image_similarity_rating: status = STARTED
20.4475 	EXP 	window1: mouseVisible = True
20.4817 	EXP 	Created slide_img = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='slide_img', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.7  , 0.952]), texRes=128.0, units='height', win=Window(...))
20.4818 	EXP 	window1: mouseVisible = True
20.4833 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.35,  0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
20.4834 	EXP 	window1: mouseVisible = True
20.4847 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.35, 0.2 ]), size=array([0.41  , 0.3075]), units='height', vertices=ndarray(...), win=Window(...))
20.4848 	EXP 	window1: mouseVisible = True
20.4985 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
20.4986 	EXP 	window1: mouseVisible = True
20.5107 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
20.5209 	EXP 	window1: mouseVisible = True
20.5212 	EXP 	window1: mouseVisible = True
20.5236 	EXP 	window1: mouseVisible = True
20.5237 	EXP 	window1: mouseVisible = True
20.5241 	EXP 	window1: mouseVisible = True
20.5244 	EXP 	window1: mouseVisible = True
20.5363 	EXP 	window1: mouseVisible = True
20.5364 	EXP 	window1: mouseVisible = True
20.5367 	EXP 	window1: mouseVisible = True
20.5370 	EXP 	window1: mouseVisible = True
20.5444 	EXP 	window1: mouseVisible = True
20.5445 	EXP 	window1: mouseVisible = True
20.5448 	EXP 	window1: mouseVisible = True
20.5450 	EXP 	window1: mouseVisible = True
20.5508 	EXP 	window1: mouseVisible = True
20.5509 	EXP 	window1: mouseVisible = True
20.5512 	EXP 	window1: mouseVisible = True
20.5515 	EXP 	window1: mouseVisible = True
20.5548 	EXP 	window1: mouseVisible = True
20.5549 	EXP 	window1: mouseVisible = True
20.5552 	EXP 	window1: mouseVisible = True
20.5554 	EXP 	window1: mouseVisible = True
20.5611 	EXP 	window1: mouseVisible = True
20.5611 	EXP 	window1: mouseVisible = True
20.5614 	EXP 	window1: mouseVisible = True
20.5617 	EXP 	window1: mouseVisible = True
20.5650 	EXP 	window1: mouseVisible = True
20.5651 	EXP 	window1: mouseVisible = True
20.5654 	EXP 	window1: mouseVisible = True
20.5657 	EXP 	window1: mouseVisible = True
20.5713 	EXP 	window1: mouseVisible = True
20.5714 	EXP 	window1: mouseVisible = True
20.5717 	EXP 	window1: mouseVisible = True
20.5719 	EXP 	window1: mouseVisible = True
20.5752 	EXP 	window1: mouseVisible = True
20.5753 	EXP 	window1: mouseVisible = True
20.5756 	EXP 	window1: mouseVisible = True
20.5758 	EXP 	window1: mouseVisible = True
20.5815 	EXP 	window1: mouseVisible = True
20.5816 	EXP 	window1: mouseVisible = True
20.5819 	EXP 	window1: mouseVisible = True
20.5821 	EXP 	window1: mouseVisible = True
20.5854 	EXP 	window1: mouseVisible = True
20.5855 	EXP 	window1: mouseVisible = True
20.5858 	EXP 	window1: mouseVisible = True
20.5860 	EXP 	window1: mouseVisible = True
20.5917 	EXP 	window1: mouseVisible = True
20.5918 	EXP 	window1: mouseVisible = True
20.5920 	EXP 	window1: mouseVisible = True
20.5923 	EXP 	window1: mouseVisible = True
20.5956 	EXP 	window1: mouseVisible = True
20.5957 	EXP 	window1: mouseVisible = True
20.5960 	EXP 	window1: mouseVisible = True
20.5963 	EXP 	window1: mouseVisible = True
20.6023 	EXP 	window1: mouseVisible = True
20.6024 	EXP 	window1: mouseVisible = True
20.6026 	EXP 	window1: mouseVisible = True
20.6029 	EXP 	window1: mouseVisible = True
20.6063 	EXP 	window1: mouseVisible = True
20.6084 	EXP 	window1: mouseVisible = True
20.6383 	EXP 	Created rating_1 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='rating_1', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
20.6385 	EXP 	window1: mouseVisible = True
20.6861 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
20.6881 	EXP 	window1: mouseVisible = True
20.6883 	EXP 	window1: mouseVisible = True
20.6895 	EXP 	window1: mouseVisible = True
20.6896 	EXP 	window1: mouseVisible = True
20.6899 	EXP 	window1: mouseVisible = True
20.6902 	EXP 	window1: mouseVisible = True
20.6949 	EXP 	window1: mouseVisible = True
20.6950 	EXP 	window1: mouseVisible = True
20.6953 	EXP 	window1: mouseVisible = True
20.6955 	EXP 	window1: mouseVisible = True
20.6989 	EXP 	window1: mouseVisible = True
20.6990 	EXP 	window1: mouseVisible = True
20.6993 	EXP 	window1: mouseVisible = True
20.6995 	EXP 	window1: mouseVisible = True
20.7029 	EXP 	window1: mouseVisible = True
20.7030 	EXP 	window1: mouseVisible = True
20.7033 	EXP 	window1: mouseVisible = True
20.7036 	EXP 	window1: mouseVisible = True
