slide,sub1,sub2,pairID,trialID,stim1,stim2,instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,preparation.started,preparation.stopped,instructions.started,startResponse.started,slide_img.started,instructions.stopped,startResponse.keys,startResponse.rt,startResponse.duration,trial.started,polygon.started,polygon_2.started,image1.started,image2.started,rating_1.started,question.started,rating_2.started,question_2.started,block_text.started,trial.stopped,stim1pos,stim2pos,block,rating_1.response,rating_1.rt,rating_2.response,rating_2.rt,ITI.started,text.started,text.stopped,ITI.stopped,practice_over.started,text_2.started,space_practice_over.started,practice_over.stopped,space_practice_over.keys,space_practice_over.rt,space_practice_over.duration,breakBlocks.started,breakBlocks.stopped,startBlock.keys,startBlock.started,startBlock.rt,startBlock.duration,end.started,message_end.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,session_number,date,expName,psychopyVersion,frameRate,expStart,
instructions/Slide1.jpg,,,,,,,0,0,0,0,,,,,,,,,0.020821333000185405,,0.00197966600012478,0.002092625000159387,0.007560541000202647,0.020821333000185405,0.020821333000185405,16.304970750000166,space,16.283909084000015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
instructions/Slide3.jpg,,,,,,,0,1,1,1,,,,,,,,,16.331028791000108,,,,16.306020791000037,16.331028791000108,16.331028791000108,36.87471437500017,space,20.54348062500003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
instructions/Slide4.jpg,,,,,,,0,2,2,2,,,,,,,,,36.900722833000145,,,,36.87526275000005,36.900722833000145,36.900722833000145,44.56143254100016,space,7.660324375000073,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
instructions/Slide5.jpg,,,,,,,0,3,3,3,,,,,,,,,44.58710850000011,,,,44.56242666600019,44.58710850000011,44.58710850000011,47.094304083,space,2.5068283750001683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
,110,128,practice,2,stimuli/own/bathroom/110_bat.jpg,stimuli/own/bathroom/128_bat.jpg,,,,,0,0,0,1,,,,,47.294158125000195,,,,,,,,,,,47.112694875000216,47.294158125000195,47.294158125000195,47.294158125000195,47.294158125000195,47.294158125000195,47.294158125000195,47.294158125000195,47.294158125000195,47.294158125000195,86.73390216600001,-7,7,0,1.0,12.848485209000046,3.0,23.954412042000058,86.73413341600008,86.73923904100002,87.19225033300017,87.02390379100007,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
,110,133,practice,1,stimuli/own/bathroom/110_bat.jpg,stimuli/own/bathroom/133_bat.jpg,,,,,0,1,1,0,,,,,87.19225033300017,,,,,,,,,,,87.02434370800006,87.19225033300017,87.19225033300017,87.19225033300017,87.19225033300017,87.19225033300017,87.19225033300017,87.19225033300017,87.19225033300017,87.19225033300017,121.47939566600007,7,-7,0,4.0,22.651083749999998,3.0,34.17741016700006,121.47954529100002,121.48930200000018,121.94617762500002,121.7736675000001,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
,128,133,practice,6,stimuli/own/bathroom/128_bat.jpg,stimuli/own/bathroom/133_bat.jpg,,,,,0,2,2,5,,,,,121.94617762500002,,,,,,,,,,,121.77415666600018,121.94617762500002,121.94617762500002,121.94617762500002,121.94617762500002,121.94617762500002,121.94617762500002,121.94617762500002,121.94617762500002,121.94617762500002,138.5594849160002,7,-7,0,1.0,9.244304624999813,1.0,16.44318825000005,138.5596326660002,138.56157316600002,139.01093612500017,138.84436800000003,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
,107,128,practice,7,stimuli/own/bathroom/107_bat.jpg,stimuli/own/bathroom/128_bat.jpg,,,,,0,3,3,6,,,,,139.01093612500017,,,,,,,,,,,138.8447645000001,139.01093612500017,139.01093612500017,139.01093612500017,139.01093612500017,139.01093612500017,139.01093612500017,139.01093612500017,139.01093612500017,139.01093612500017,144.3549491660001,-7,7,0,1.0,4.552766958999882,1.0,5.133662333000075,144.3550895410001,144.35742745800007,144.80924679100008,144.64423645800002,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
,110,107,practice,4,stimuli/own/bathroom/110_bat.jpg,stimuli/own/bathroom/107_bat.jpg,,,,,0,4,4,3,,,,,144.80924679100008,,,,,,,,,,,144.64461154100013,144.80924679100008,144.80924679100008,144.80924679100008,144.80924679100008,144.80924679100008,144.80924679100008,144.80924679100008,144.80924679100008,144.80924679100008,165.50024683300012,7,-7,0,3.0,14.341082790999963,3.0,20.478268500000013,165.50038925000013,165.505604166,165.9577669580001,165.79014937500006,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
,107,133,practice,9,stimuli/own/bathroom/107_bat.jpg,stimuli/own/bathroom/133_bat.jpg,,,,,0,5,5,8,,,,,165.9577669580001,,,,,,,,,,,165.79059120800002,165.9577669580001,165.9577669580001,165.9577669580001,165.9577669580001,165.9577669580001,165.9577669580001,165.9577669580001,165.9577669580001,165.9577669580001,184.8671027910002,7,-7,0,2.0,15.496350166999946,4.0,18.83408004199987,184.86724333300003,184.8720534160002,185.3232841250001,185.15679491600008,,,,,,,,,,,,,,,,,,,,,203,bathroom,1,2024-03-13_15h47.31.880,image_similarity_rating,2023.2.3,None,2024-03-13 15h48.00.225345 +0100,
